Source,Content,Codes
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"In this cohort study, we investigated the prevalence and outcomes of sleep disturbances after pediatric mTBI, compared with both TDC and OI controls, while accounting for preinjury characteristics. Children with mTBI exhibited significantly more sleep problems than TDC, but not OI controls, suggesting that sleep disturbances may occur after an injury, rather than being specific to brain trauma alone. Sleep problems, especially newly developing ones, were consistently associated with increased behavioral problems.
Children with mTBI were more likely to develop new clinical sleep disturbances than controls (15.2% vs 11.5% in TDC and 9.9% in OI), and more frequently exhibited chronic sleep problems (21.5% vs 13.1% in both control groups). These findings indicate that children with mTBI are at risk for developing new sleep problems after the injury, but it is important to take into account highly prevalent preexisting problems, which may otherwise confound results. The longitudinal design of this study allowed us to reduce this bias by accounting for preinjury scores. Group differences in total sleep problems between mTBI and TDC were mainly related to problems with initiating and maintaining sleep. Sleep breathing disorders, sleep-wake transitions, disorders of arousal, excessive somnolence, and sleep hyperhidrosis were not significantly associated with mTBI.",Findings
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"We examine sleep disturbances and their associations with behavioral problems, cognitive functioning, cortical thickness, cortical volume, and white matter",Dependent Variable
Betz-2026-10.1001_jamanetworkopen.2026.0229.pdf,"Given the lack of consistent findings in previous research, we examined whole-brain metrics: cortical thickness (millimeters), cortical volume (×105 mm3 ), and FA (unitless). To reduce scanner-related variability across sites,33 we applied ComBat34 harmonization.",DV Supporting Info
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf," We included baseline, 1-year, and 2-year follow-up data from the ABCD Study 
data release 4.0 (https://abcdstudy.org), with the exception of three neighborhood variables 
(grass, forest and built land use) that were only included in release 5.1. ",ABCD Release
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf," We included baseline, 1-year, and 2-year follow-up data from the ABCD Study 
data release 4.0 (https://abcdstudy.org), with the exception of three neighborhood variables 
(grass, forest and built land use) that were only included in release 5.1. ",ABCD Time Point
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"we excluded youth 
living over 50 miles from their study site. In our main analysis, we included participants 
(N=8,120) from the ABCD Study who were assessed during the months of April to October from 
2016-2020.",Participant
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"the ABCD 
Study recruited a cohort of children aged 9–10 years at baseline,",Participant Age
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"we included participants 
(N=8,120) from the ABCD Study who were assessed during the months of April to October from 
2016-2020.",Sample Size
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"The main exposure was extreme heat, which we defined as the number of days with a 
maximum temperature of 90°F (32.2°C) or greater during the month of the clinical assessment 
(potential range 0-31).",Independent Variable
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"We defined winter as the months of November-March, because based on the U.S.
Climate Normals from 1981-2010, 38 those are the coldest months of the year in the United 
States. Temperatures at each ABCD Study site from 2016-2022 were obtained from the Global 
Summaries of the Month dataset, 39 using data from the geographically closest weather station.",IV Supporting Info
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"Outcomes 
Externalizing symptom count (lifetime or current) was based on the parent and/or 
caregiver computerized Kiddie-Structured Assessment for Affective Disorders and 
Schizophrenia for Diagnostic and Statistical Manual of Mental Disorders (Fifth Edition) 
(KSADS-5).
40",Dependent Variable
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"Models included age, sex (assigned at birth), and household income.",Covariate
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"we compared 
mean extreme heat exposure (days ≥90°F per month) between the largest caregiver-reported race 
and ethnicity groups (",Additional Variable
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"Multivariable mixed-effects models (referred to as mixed models in this study) were used 
to test the association between the number of extreme heat days (>=90°F) per month as the 
exposure and lifetime externalizing symptoms (count variable) or suicide attempt (binary 
variable) as the outcome",Statistical Model
Briker-2024-10.1016_j.jaacop.2024.09.009.pdf,"We report a small but significant association between the number of extreme heat days 
per month and externalizing symptoms in a large, diverse, youth cohort from 21 sites across the 
US. Importantly, the association remained significant when covarying for individual 
demographics and multiple geocoded neighborhood characteristics. Our results align with the 
existing literature which suggests an association between higher ambient temperatures and worse 
mental health measures,4–6,49 specifically aggression.8–11 However, in contrast to previous studies which note an association between higher temperatures and self-inflicted injuries12 and suicide deaths,13–16 we did not observe an association between extreme heat and suicide attempts. The 
national scope of our study is particularly important and adds to the relatively limited number of 
national and international studies that have evaluated the impact of climate on youth mental 
health.50",Findings
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"(ABCD Release 2.01, doi: 10.15154/1504041)",ABCD Release
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"The present study used data collected from youth and parents from the ABCD study, a large-scale study of youth aged 9– 10 years (N = 11,875), recruited from 21 research sites across the United States (50–52), collected from baseline visits between September 1, 2016 and November 15, 2018",ABCD Time Point
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"Parents completed all modules of the KSAD-COMP with the exception of the enuresis, encopresis, and selective mutism modules (50). For the purposes of the current study, participants were placed in the CD-positive (CD+) group if they met past or present DSM-5 criteria (e.g., at least three symptoms endorsed in the past 12 months, with at least one criterion present in the past 6 months) for CD at the time of the baseline assessment (age 9–10; e.g., childhood onset; n = 365).",Participant
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,a large-scale study of youth aged 9– 10 years,Participant Age
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"leaving a final sample size of 11,552 individuals, with 365 youth meeting criteria for CD.",Sample Size
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"the full sample on key demographic variables (sex, race/ethnicity, household income, parental education, and marital status).",Covariate
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"advantages (e.g., household income, parental education) and environmental enrichment (e.g., school environment, family conflict), higher rates of general psychopathology, and lower neurocognitive functioning.",Additional Variable
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"Follow-up analyses examining latent profile differences on categorical covariates (i.e., demographics) were performed using the R3STEP auxiliary command in Mplus (70), which corrects for classification errors and provides model stability.",Statistical Model
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"We tested six different LPA models using a step-wise approach, beginning with a one-profile model (see Table 4).",Statistical Model
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"Each of the 10 grouping variables (i.e., Positive Urgency, Negative Urgency, Lack of Planning, Lack of Perseverance, Sensation Seeking, BIS, BAS-Reward Responsivity, BAS-Drive, BAS-Fun Seeking, and CU traits) were input as profile indicators.",Independent Variable
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"The Bolck, Croon, and Hagenaars (BCH) method was used to determine if there were latent profile differences on continuous outcome variables (70). The BCH method allows for the examination of continuous outcome variables while accounting for unequal variance among the outcome variables and measurement error of the latent profile using probabilities accounts (71).",Dependent Variable
Brislin-2021-10.3389_fpsyt.2021.701199.pdf,"These results are valuable for understanding antisocial behavior in youth and how different configurations of personality traits can provide relevant information to further understand heterogeneity within the childhood-onset CD diagnosis. For example, youth within Profile 3 were elevated on CU trait as well as trait indices of distress (Negative/Positive Urgency) and behavioral activation. These youth might therefore benefit from treatments focused on regulating emotions, increasing prosocial behavior, and implementing behavioral interventions to increase planfulness. In comparison, the youth in Profile 1 also scored relatively high on CU traits and therefore would likely benefit from interventions to increase prosocial behavior but would not need additional interventions targeting distress and impulsivity.",Findings
Acosta-Rodriguez-2025-10.3174_ajnr.A8774.pdf,(release 5.1).,ABCD Release
Acosta-Rodriguez-2025-10.3174_ajnr.A8774.pdf,The subjects included in our analysis were between the ages of 9 and 10 years and were recruited from September 2016 to August 2018.,ABCD Time Point
Acosta-Rodriguez-2025-10.3174_ajnr.A8774.pdf,"Only participants who had complete neuroimaging data, prenatal drug exposure data and complete demographic information (age, sex, weight, height, handedness, race, parental education, and parental income) were included in our study. Participants with likely biologically implausible BMI z-scores (<-4 or >8) as established by the CDC growth charts 19 were excluded from our analysis. Those participants with any noted abnormality or pathology as revealed by neuroimaging studies, participants whose scans yielded poor imaging quality, or those with a history of traumatic brain injury, were also excluded from our study.",Participant
